CAI,EDAD,TRABAJA,VINCULO,CONSUME_ALCOHOL,FUMA,CONSUME_DROGA,ADICCION_NO_CONVENCIONAL,RIESGO_PRESUNTIVO,MES,TIPO_VIO
CARMEN DE LA LEGUA,52,1,4,5,4,1,1,2,10,2
CARMEN DE LA LEGUA,47,1,1,1,3,1,1,2,10,3
CARMEN DE LA LEGUA,64,1,6,6,1,1,1,2,10,3
CARMEN DE LA LEGUA,41,1,4,1,1,1,1,2,10,3
CARMEN DE LA LEGUA,43,1,4,1,2,1,1,1,10,3
CARMEN DE LA LEGUA,52,1,1,1,1,1,1,2,10,2
CARMEN DE LA LEGUA,49,1,4,1,2,2,1,1,10,2
CARMEN DE LA LEGUA,74,1,6,6,1,1,1,1,10,2
CARMEN DE LA LEGUA,64,0,1,1,1,1,1,1,10,2
CARMEN DE LA LEGUA,37,1,1,1,1,1,1,2,10,2
CARMEN DE LA LEGUA,53,1,6,5,1,1,1,2,10,2
CARMEN DE LA LEGUA,32,1,3,5,1,1,1,2,10,3
CARMEN DE LA LEGUA,65,0,1,6,4,1,4,2,10,2
CARMEN DE LA LEGUA,36,1,3,6,1,1,1,2,10,3
CARMEN DE LA LEGUA,66,1,1,1,1,1,1,1,10,2
CARMEN DE LA LEGUA,61,1,6,2,1,1,1,1,10,2
CARMEN DE LA LEGUA,33,1,6,2,2,1,1,1,10,3
CARMEN DE LA LEGUA,31,1,4,2,1,1,1,1,10,2
CARMEN DE LA LEGUA,26,1,4,6,6,1,1,1,10,3
CARMEN DE LA LEGUA,40,1,3,1,1,1,1,1,10,2
CARMEN DE LA LEGUA,35,1,6,2,3,1,1,1,10,2
CARMEN DE LA LEGUA,20,1,3,6,5,1,1,1,10,3
CARMEN DE LA LEGUA,45,1,1,1,1,1,1,2,10,2
CARMEN DE LA LEGUA,40,1,1,6,4,1,1,1,10,3
CARMEN DE LA LEGUA,59,0,1,6,1,1,1,2,10,3
CARMEN DE LA LEGUA,36,1,4,2,1,1,1,1,10,3
CARMEN DE LA LEGUA,47,1,6,1,1,1,1,1,11,2
CARMEN DE LA LEGUA,43,1,1,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,57,1,6,6,5,1,1,1,11,3
CARMEN DE LA LEGUA,61,1,3,1,1,1,1,1,11,1
CARMEN DE LA LEGUA,21,1,6,6,5,1,1,2,11,3
CARMEN DE LA LEGUA,38,1,3,2,1,1,1,3,11,3
CARMEN DE LA LEGUA,23,1,4,1,1,2,1,2,11,3
CARMEN DE LA LEGUA,46,1,1,6,3,1,1,1,11,2
CARMEN DE LA LEGUA,37,1,4,6,1,1,1,1,11,2
CARMEN DE LA LEGUA,53,1,6,1,1,1,1,1,11,3
CARMEN DE LA LEGUA,54,1,1,6,1,1,1,1,11,2
CARMEN DE LA LEGUA,25,1,3,6,1,1,1,2,11,3
CARMEN DE LA LEGUA,54,1,4,6,1,1,1,2,11,2
CARMEN DE LA LEGUA,43,1,3,2,1,1,1,1,11,3
CARMEN DE LA LEGUA,30,1,5,1,1,1,1,1,11,3
CARMEN DE LA LEGUA,50,0,6,1,1,1,1,3,11,2
CARMEN DE LA LEGUA,37,1,1,2,5,1,1,2,11,3
CARMEN DE LA LEGUA,52,1,6,2,2,1,1,1,11,2
CARMEN DE LA LEGUA,37,1,4,1,1,1,1,1,11,2
CARMEN DE LA LEGUA,36,1,6,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,47,1,6,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,28,1,5,2,1,1,1,1,11,3
CARMEN DE LA LEGUA,53,1,6,5,3,1,1,2,11,3
CARMEN DE LA LEGUA,38,1,4,6,1,1,1,1,11,2
CARMEN DE LA LEGUA,54,1,1,5,1,5,1,3,11,2
CARMEN DE LA LEGUA,22,1,3,6,1,1,1,2,11,3
CARMEN DE LA LEGUA,28,1,3,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,55,1,6,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,36,1,1,6,6,1,1,1,11,2
CARMEN DE LA LEGUA,51,1,3,6,1,6,1,2,11,2
CARMEN DE LA LEGUA,54,1,3,6,1,6,1,1,11,2
CARMEN DE LA LEGUA,32,1,5,2,1,1,1,1,11,3
CARMEN DE LA LEGUA,38,1,4,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,42,1,3,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,24,0,3,6,6,1,1,2,11,3
CARMEN DE LA LEGUA,36,0,3,1,5,1,1,2,11,2
CARMEN DE LA LEGUA,36,1,1,6,1,1,1,2,11,2
CARMEN DE LA LEGUA,62,1,6,1,1,1,1,1,11,2
CARMEN DE LA LEGUA,57,1,3,6,1,1,1,2,11,2
CARMEN DE LA LEGUA,36,1,1,6,1,1,1,2,11,3
CARMEN DE LA LEGUA,48,1,1,1,1,1,1,1,11,2
CARMEN DE LA LEGUA,31,0,4,6,3,1,1,1,11,3
CARMEN DE LA LEGUA,49,1,3,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,37,1,3,6,1,1,1,1,11,2
CARMEN DE LA LEGUA,56,1,1,2,1,1,1,1,11,3
CARMEN DE LA LEGUA,33,1,1,6,6,1,1,1,11,2
CARMEN DE LA LEGUA,40,1,3,6,6,1,1,2,11,2
CARMEN DE LA LEGUA,38,1,1,6,1,1,1,1,11,2
CARMEN DE LA LEGUA,25,1,4,2,1,1,1,1,11,3
CARMEN DE LA LEGUA,52,0,1,6,6,1,1,1,11,3
CARMEN DE LA LEGUA,44,1,3,6,1,1,1,2,11,2
CARMEN DE LA LEGUA,66,1,4,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,21,1,6,6,6,1,6,1,11,3
CARMEN DE LA LEGUA,45,1,4,6,6,1,1,1,11,2
CARMEN DE LA LEGUA,71,0,1,1,1,1,1,1,11,2
CARMEN DE LA LEGUA,25,1,1,1,1,1,1,1,11,2
CARMEN DE LA LEGUA,53,1,4,6,4,1,1,2,11,3
CARMEN DE LA LEGUA,44,1,1,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,46,1,3,2,1,1,1,1,11,3
CARMEN DE LA LEGUA,46,1,1,6,6,1,1,1,11,3
CARMEN DE LA LEGUA,23,1,5,6,6,1,1,1,11,2
CARMEN DE LA LEGUA,38,1,4,2,1,1,1,1,11,3
CARMEN DE LA LEGUA,63,1,3,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,50,1,4,1,1,1,1,2,11,2
CARMEN DE LA LEGUA,41,1,4,6,1,1,1,1,11,2
CARMEN DE LA LEGUA,52,0,4,1,3,1,1,1,11,2
CARMEN DE LA LEGUA,35,1,4,6,1,1,1,1,11,2
CARMEN DE LA LEGUA,46,1,4,2,1,1,1,1,11,3
CARMEN DE LA LEGUA,24,1,4,2,1,1,1,1,11,2
CARMEN DE LA LEGUA,24,1,6,6,6,1,1,1,11,3
CARMEN DE LA LEGUA,39,1,4,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,29,1,4,6,1,1,1,3,11,3
CARMEN DE LA LEGUA,30,1,6,2,1,1,1,1,11,3
CARMEN DE LA LEGUA,34,1,4,2,1,1,1,1,11,3
CARMEN DE LA LEGUA,76,0,1,2,5,1,1,1,11,2
CARMEN DE LA LEGUA,36,1,3,1,1,1,1,1,11,2
CARMEN DE LA LEGUA,28,0,3,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,41,1,4,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,61,1,1,6,1,1,1,1,11,3
CARMEN DE LA LEGUA,55,1,3,2,1,1,1,1,11,2
CARMEN DE LA LEGUA,58,0,3,1,1,1,1,1,11,3
CARMEN DE LA LEGUA,46,1,4,1,1,1,1,1,11,3
CARMEN DE LA LEGUA,44,1,5,5,5,1,1,1,12,2
CARMEN DE LA LEGUA,40,1,4,1,1,1,1,1,12,2
CARMEN DE LA LEGUA,35,1,5,2,1,1,1,1,12,2
CARMEN DE LA LEGUA,46,1,4,2,2,1,1,1,12,2
CARMEN DE LA LEGUA,40,1,4,6,3,1,1,1,12,3
CARMEN DE LA LEGUA,38,1,6,6,1,1,1,1,12,3
CARMEN DE LA LEGUA,22,1,5,2,4,1,1,1,12,2
CARMEN DE LA LEGUA,22,0,6,5,1,1,1,1,12,2
CARMEN DE LA LEGUA,43,1,1,2,1,1,1,1,12,2
CARMEN DE LA LEGUA,30,1,6,6,1,6,1,1,12,2
CARMEN DE LA LEGUA,41,1,4,2,5,1,1,1,12,2
CARMEN DE LA LEGUA,60,1,6,2,6,1,1,1,12,2
CARMEN DE LA LEGUA,38,0,6,1,1,1,1,1,12,1
CARMEN DE LA LEGUA,44,1,4,2,1,1,1,1,12,2
CARMEN DE LA LEGUA,69,0,3,2,1,1,1,1,12,2
CARMEN DE LA LEGUA,56,0,6,2,1,1,1,1,12,3
CARMEN DE LA LEGUA,64,1,6,1,1,1,1,1,12,2
CARMEN DE LA LEGUA,19,1,4,1,1,1,1,1,12,2
CARMEN DE LA LEGUA,35,1,4,2,1,1,1,1,12,3
CARMEN DE LA LEGUA,43,1,4,2,1,1,1,1,12,2
CARMEN DE LA LEGUA,36,1,4,2,1,1,1,1,12,2
CARMEN DE LA LEGUA,37,1,1,6,2,2,1,1,12,2
CARMEN DE LA LEGUA,23,1,3,1,5,1,1,1,12,3
CARMEN DE LA LEGUA,29,1,3,6,1,1,1,1,12,3
CARMEN DE LA LEGUA,38,1,3,6,1,1,1,1,12,3
CARMEN DE LA LEGUA,56,1,4,1,1,1,1,1,12,2
CARMEN DE LA LEGUA,22,1,1,2,2,1,1,1,12,3
CARMEN DE LA LEGUA,54,1,4,1,2,1,1,1,12,3
CARMEN DE LA LEGUA,32,1,3,6,1,1,1,1,12,2
CARMEN DE LA LEGUA,32,1,4,2,4,1,1,1,12,2
CARMEN DE LA LEGUA,38,1,1,1,1,1,1,1,12,2
CARMEN DE LA LEGUA,31,1,5,2,2,1,1,1,12,3
CARMEN DE LA LEGUA,49,1,4,2,1,1,1,1,12,3
CARMEN DE LA LEGUA,52,1,6,6,1,1,1,1,12,2
CARMEN DE LA LEGUA,43,1,4,6,1,1,1,1,12,3
CARMEN DE LA LEGUA,42,1,4,6,1,1,1,1,12,3
CARMEN DE LA LEGUA,25,1,4,2,1,1,1,1,12,3
CARMEN DE LA LEGUA,30,1,4,2,1,1,1,1,12,3
CARMEN DE LA LEGUA,46,1,2,1,1,1,1,1,12,2
CARMEN DE LA LEGUA,54,1,3,2,1,1,1,1,12,2
CARMEN DE LA LEGUA,39,1,4,6,1,1,1,2,12,3
CARMEN DE LA LEGUA,54,1,4,6,2,1,1,1,12,2
CARMEN DE LA LEGUA,27,1,4,2,1,1,1,1,12,3
CARMEN DE LA LEGUA,44,1,5,2,2,1,1,1,12,2
CARMEN DE LA LEGUA,20,1,6,2,2,1,1,1,12,3
CARMEN DE LA LEGUA,31,1,4,2,1,1,1,1,12,3
CARMEN DE LA LEGUA,64,0,1,1,1,1,1,1,12,1
CARMEN DE LA LEGUA,66,1,3,1,1,1,1,1,12,3
CARMEN DE LA LEGUA,50,1,4,2,1,1,1,2,12,3
CARMEN DE LA LEGUA,30,1,6,1,1,1,1,1,12,3
CARMEN DE LA LEGUA,32,1,6,2,3,2,1,1,12,2
CARMEN DE LA LEGUA,43,1,4,6,1,1,1,1,12,3
CARMEN DE LA LEGUA,24,1,4,2,1,1,1,1,12,2
CARMEN DE LA LEGUA,46,1,4,6,1,1,1,1,12,3
CARMEN DE LA LEGUA,48,1,4,6,1,1,1,1,12,3
CARMEN DE LA LEGUA,34,1,4,2,2,1,1,1,12,2
CARMEN DE LA LEGUA,55,1,6,2,1,1,1,1,12,3
CARMEN DE LA LEGUA,40,1,3,1,1,1,1,1,12,2
CARMEN DE LA LEGUA,51,1,1,1,2,1,1,2,12,1
CARMEN DE LA LEGUA,31,1,4,6,2,1,1,1,12,2
CARMEN DE LA LEGUA,52,1,1,2,2,1,1,2,12,3
CARMEN DE LA LEGUA,43,1,3,5,1,1,1,1,12,2
CARMEN DE LA LEGUA,28,1,5,1,1,1,1,1,12,2
CARMEN DE LA LEGUA,31,1,2,2,1,1,1,1,12,2
CARMEN DE LA LEGUA,24,0,6,2,1,1,1,1,12,2
CARMEN DE LA LEGUA,43,1,4,1,1,1,1,1,12,3
CARMEN DE LA LEGUA,45,1,1,2,1,1,1,1,12,2
CARMEN DE LA LEGUA,26,1,4,6,2,1,1,1,12,3
CARMEN DE LA LEGUA,32,1,6,6,3,1,1,1,12,2
CARMEN DE LA LEGUA,26,0,4,2,2,1,1,1,12,2
HUAMANGA,33,1,3,2,1,1,1,1,1,3
HUAMANGA,32,1,3,5,1,1,1,1,1,3
HUAMANGA,49,0,1,2,1,1,1,1,1,3
HUAMANGA,28,1,3,5,2,1,1,1,1,3
HUAMANGA,26,1,3,2,1,1,1,1,1,3
HUAMANGA,44,1,3,2,1,1,1,2,1,3
HUAMANGA,43,1,3,1,1,1,1,2,1,2
HUAMANGA,39,1,4,2,1,1,1,1,1,2
HUAMANGA,43,1,1,2,2,1,1,2,1,3
HUAMANGA,22,1,3,2,1,1,1,1,1,3
HUAMANGA,41,1,4,2,1,1,1,1,1,3
HUAMANGA,63,1,3,2,1,1,1,2,1,2
HUAMANGA,45,1,3,2,1,1,1,2,1,2
HUAMANGA,36,1,3,2,2,1,1,1,1,2
HUAMANGA,30,1,4,6,2,2,1,1,1,2
HUAMANGA,27,1,3,2,2,1,1,2,1,3
HUAMANGA,36,1,6,5,1,1,1,1,1,3
HUAMANGA,32,1,4,6,1,1,1,2,1,3
HUAMANGA,24,0,3,2,1,1,1,2,1,3
HUAMANGA,35,1,3,2,1,1,1,2,1,2
HUAMANGA,41,1,5,2,1,1,1,2,1,3
HUAMANGA,50,1,3,6,1,1,1,2,1,2
HUAMANGA,38,1,1,2,1,1,1,2,1,2
HUAMANGA,30,1,6,2,1,1,1,2,1,3
HUAMANGA,38,1,3,6,1,1,1,2,1,2
HUAMANGA,35,1,1,6,1,1,1,2,1,2
HUAMANGA,23,1,3,6,1,1,1,2,1,3
HUAMANGA,26,1,3,5,2,1,1,2,1,3
HUAMANGA,49,1,1,5,1,1,1,2,1,2
HUAMANGA,30,1,3,6,2,1,1,2,1,3
HUAMANGA,29,1,3,2,1,1,1,1,1,2
HUAMANGA,60,1,4,5,1,1,1,2,1,3
HUAMANGA,22,1,4,2,1,1,1,2,1,3
HUAMANGA,36,1,4,6,1,1,1,2,1,2
HUAMANGA,44,1,1,2,1,1,1,2,1,2
HUAMANGA,40,1,1,2,1,1,1,2,1,3
HUAMANGA,32,1,3,5,1,1,1,2,1,3
HUAMANGA,35,1,3,2,2,1,1,1,1,3
HUAMANGA,39,1,4,2,1,1,1,1,1,3
HUAMANGA,31,1,4,2,1,1,1,1,1,2
HUAMANGA,31,1,3,2,2,1,1,1,1,2
HUAMANGA,54,1,3,2,2,1,1,1,1,2
HUAMANGA,55,1,3,2,2,1,1,2,1,2
HUAMANGA,26,1,3,2,1,1,1,2,1,3
HUAMANGA,40,1,3,4,2,1,1,2,1,2
HUAMANGA,33,1,4,6,2,1,1,1,1,3
HUAMANGA,45,1,3,2,1,1,1,1,1,2
HUAMANGA,44,1,3,6,1,1,1,1,1,3
HUAMANGA,46,1,1,2,1,1,1,1,2,3
HUAMANGA,29,1,1,2,1,1,1,1,2,2
HUAMANGA,24,1,3,2,1,1,1,2,2,3
HUAMANGA,29,1,3,2,1,1,1,1,2,3
HUAMANGA,30,1,3,6,1,1,1,2,2,3
HUAMANGA,58,1,1,2,1,1,1,2,2,3
HUAMANGA,45,1,3,2,1,1,1,2,2,3
HUAMANGA,44,1,1,1,1,1,1,2,2,3
HUAMANGA,42,1,1,2,1,1,5,1,2,2
HUAMANGA,40,1,4,2,2,1,1,2,2,2
HUAMANGA,21,1,3,2,1,1,1,2,2,3
HUAMANGA,54,1,1,2,1,1,1,2,2,3
HUAMANGA,28,1,1,6,2,2,1,1,2,3
HUAMANGA,24,1,3,2,1,1,1,2,2,3
HUAMANGA,54,1,3,6,1,1,1,2,2,3
HUAMANGA,35,1,3,2,1,1,1,1,2,2
HUAMANGA,35,1,6,6,1,1,1,2,2,3
HUAMANGA,32,1,3,2,1,1,1,2,2,2
HUAMANGA,60,1,4,2,2,1,1,2,2,3
HUAMANGA,31,1,4,2,1,1,1,1,2,2
HUAMANGA,47,1,3,2,1,1,1,2,2,3
HUAMANGA,33,1,3,2,1,1,1,2,2,3
HUAMANGA,38,1,3,2,1,1,1,1,2,3
HUAMANGA,35,1,3,6,1,1,1,2,2,3
HUAMANGA,40,1,1,2,1,1,1,2,2,3
HUAMANGA,56,1,3,2,1,1,1,2,2,3
HUAMANGA,35,1,4,6,1,1,1,2,2,2
HUAMANGA,27,1,3,2,1,1,1,1,2,3
HUAMANGA,31,1,3,5,1,1,1,1,2,3
HUAMANGA,36,1,1,2,1,1,1,2,2,3
HUAMANGA,41,1,3,2,1,1,1,1,2,2
HUAMANGA,31,1,3,2,1,1,1,2,2,2
HUAMANGA,33,1,5,1,1,1,1,1,2,2
HUAMANGA,38,0,3,6,2,1,1,1,2,3
HUAMANGA,32,1,3,2,1,1,1,1,2,2
HUAMANGA,41,1,3,6,2,1,1,1,2,3
HUAMANGA,40,1,4,2,1,1,1,1,2,2
HUAMANGA,42,1,1,2,1,1,1,2,2,3
HUAMANGA,36,1,3,2,1,1,1,2,2,2
HUAMANGA,34,1,4,5,2,1,1,2,2,3
HUAMANGA,48,1,1,5,2,1,1,1,2,3
HUAMANGA,52,1,3,2,1,1,1,2,2,3
HUAMANGA,59,1,1,2,1,1,1,2,2,3
HUAMANGA,54,1,1,2,2,1,1,2,2,2
HUAMANGA,51,1,3,6,1,1,1,2,2,3
HUAMANGA,39,1,4,2,1,1,1,1,2,2
HUAMANGA,41,1,1,1,1,1,1,2,2,3
HUAMANGA,35,1,1,2,1,1,1,2,2,3
HUAMANGA,36,1,4,2,2,1,1,2,2,3
HUAMANGA,34,1,3,2,2,1,1,2,3,2
HUAMANGA,61,0,3,6,2,1,1,2,3,3
HUAMANGA,49,1,1,2,2,1,1,2,3,2
HUAMANGA,26,1,3,6,2,1,1,2,3,3
HUAMANGA,51,0,3,6,1,1,1,2,3,3
HUAMANGA,34,1,4,6,1,1,1,2,3,3
HUAMANGA,46,1,5,2,1,1,1,2,3,2
HUAMANGA,31,1,3,2,2,1,1,2,3,3
HUAMANGA,49,1,1,6,1,1,1,2,3,3
HUAMANGA,25,1,3,2,1,1,1,2,3,3
HUAMANGA,51,0,3,2,1,1,1,2,3,3
HUAMANGA,27,1,3,5,2,1,1,2,3,3
HUAMANGA,26,1,3,2,5,1,1,2,3,3
HUAMANGA,57,1,4,2,1,1,1,2,3,2
HUAMANGA,29,1,3,6,1,1,1,1,3,3
HUAMANGA,44,1,1,2,1,1,1,1,3,2
HUAMANGA,21,0,6,2,1,1,1,1,3,3
HUAMANGA,42,1,1,2,2,1,1,2,3,3
HUAMANGA,29,0,4,2,1,1,1,2,3,2
HUAMANGA,35,1,3,1,1,1,1,2,3,3
HUAMANGA,48,1,3,6,1,1,1,2,3,3
HUAMANGA,19,1,3,2,1,1,1,2,3,3
HUAMANGA,35,1,3,2,1,1,1,1,3,3
HUAMANGA,48,1,6,2,1,1,1,1,3,3
HUAMANGA,52,1,1,2,1,1,1,1,3,2
HUAMANGA,36,0,4,2,1,1,1,1,3,2
HUAMANGA,32,1,4,2,1,1,1,1,3,3
HUAMANGA,44,0,3,2,1,1,1,2,3,3
HUAMANGA,45,1,1,2,2,1,1,2,3,2
HUAMANGA,28,1,3,2,1,1,1,2,3,3
HUAMANGA,38,1,3,2,2,1,1,1,3,3
HUAMANGA,27,1,2,2,2,1,2,1,3,2
HUAMANGA,31,1,3,2,1,1,1,1,3,3
HUAMANGA,49,1,3,6,2,1,1,2,3,3
HUAMANGA,46,1,1,5,2,1,1,2,3,2
HUAMANGA,27,1,1,2,1,1,1,2,3,3
HUAMANGA,61,1,1,2,2,1,1,2,3,2
HUAMANGA,55,1,4,2,1,1,1,1,3,3
HUAMANGA,37,1,2,1,1,1,1,2,3,2
HUAMANGA,49,1,2,6,2,1,1,2,3,2
HUAMANGA,58,1,3,2,2,1,1,1,3,3
HUAMANGA,50,0,6,2,1,1,1,1,3,3
HUAMANGA,36,1,3,6,1,1,1,2,3,3
HUAMANGA,44,1,3,2,1,1,1,2,3,3
HUAMANGA,47,1,3,5,1,1,1,2,3,2
HUAMANGA,52,1,1,5,5,1,1,2,3,2
HUAMANGA,50,1,1,2,2,1,1,2,3,2
HUAMANGA,23,0,3,2,1,1,1,2,3,2
HUAMANGA,55,1,4,2,1,1,1,1,3,2
HUAMANGA,37,1,1,2,2,1,1,2,3,3
HUAMANGA,60,1,3,2,1,1,1,2,4,2
HUAMANGA,67,1,4,2,1,1,1,2,4,2
HUAMANGA,36,1,1,2,1,1,1,2,4,3
HUAMANGA,43,1,3,6,2,1,1,2,4,3
HUAMANGA,35,1,5,2,2,2,1,2,4,3
HUAMANGA,52,1,1,2,2,1,1,2,4,2
HUAMANGA,49,1,4,6,1,1,1,2,4,3
HUAMANGA,35,1,3,6,1,1,1,1,4,3
HUAMANGA,35,1,4,6,1,1,1,1,4,2
HUAMANGA,21,1,3,2,1,1,1,2,4,3
HUAMANGA,42,1,1,6,1,1,1,2,4,3
HUAMANGA,42,1,1,2,1,1,1,2,4,3
HUAMANGA,44,1,3,6,2,1,1,2,4,3
HUAMANGA,40,1,4,6,1,1,1,1,4,2
HUAMANGA,33,1,6,6,1,1,1,2,4,3
HUAMANGA,39,1,4,2,6,1,1,2,4,2
HUAMANGA,34,1,3,2,2,1,1,2,4,3
HUAMANGA,36,1,3,5,1,1,1,2,4,2
HUAMANGA,43,1,3,2,1,1,1,2,4,3
HUAMANGA,31,1,3,2,2,1,1,2,4,2
HUAMANGA,34,1,4,2,1,1,1,1,4,2
HUAMANGA,34,1,6,2,2,1,1,1,4,3
HUAMANGA,31,1,3,6,2,1,1,2,4,3
HUAMANGA,44,1,1,2,1,1,1,2,4,2
HUAMANGA,42,1,3,6,1,1,1,1,4,2
HUAMANGA,23,1,3,2,1,1,1,2,4,3
HUAMANGA,57,1,1,6,2,1,1,1,4,3
HUAMANGA,30,1,4,2,1,1,1,1,4,2
HUAMANGA,39,1,3,6,1,1,1,1,4,3
HUAMANGA,19,1,3,2,1,1,1,1,4,3
HUAMANGA,37,1,1,6,2,1,1,1,4,3
HUAMANGA,42,1,3,2,1,1,1,2,4,2
HUAMANGA,38,1,1,2,1,1,1,1,4,3
HUAMANGA,29,1,3,6,2,1,1,1,4,2
HUAMANGA,36,1,1,2,1,1,1,1,4,3
HUAMANGA,19,1,1,2,1,1,1,2,4,3
HUAMANGA,52,1,1,5,2,1,1,2,4,2
HUAMANGA,48,1,3,6,2,1,1,2,4,2
HUAMANGA,34,1,3,6,1,1,1,2,5,3
HUAMANGA,35,1,3,1,1,1,1,2,5,3
HUAMANGA,61,1,3,2,1,1,1,2,5,3
HUAMANGA,51,1,6,5,1,1,1,1,5,2
HUAMANGA,28,1,3,6,1,1,1,2,5,3
HUAMANGA,45,1,1,2,1,1,1,2,5,2
HUAMANGA,51,1,6,2,1,1,1,1,5,3
HUAMANGA,51,1,3,6,1,1,1,2,5,2
HUAMANGA,43,1,4,6,1,1,1,2,5,3
HUAMANGA,42,1,1,2,2,1,1,2,5,3
HUAMANGA,39,1,3,6,1,1,1,2,5,3
HUAMANGA,26,1,3,6,1,1,1,2,5,3
HUAMANGA,24,1,6,6,2,1,1,2,5,2
HUAMANGA,23,0,6,6,1,1,1,1,5,2
HUAMANGA,36,1,1,1,1,1,1,2,5,2
HUAMANGA,44,1,1,6,2,1,1,2,5,2
HUAMANGA,48,1,3,2,1,1,1,2,5,3
HUAMANGA,38,1,3,6,1,1,1,2,5,2
HUAMANGA,36,1,3,2,2,1,1,2,5,2
HUAMANGA,39,1,3,2,1,1,1,2,5,2
HUAMANGA,43,1,1,1,1,1,2,1,5,3
HUAMANGA,36,1,4,2,1,1,1,2,5,2
HUAMANGA,44,1,4,2,1,1,1,1,5,2
HUAMANGA,27,1,5,2,1,1,1,1,5,2
HUAMANGA,39,1,3,2,1,1,1,2,5,3
HUAMANGA,31,1,3,2,1,1,1,1,5,3
HUAMANGA,30,1,3,2,1,1,1,1,5,3
HUAMANGA,29,1,3,2,1,1,1,1,5,3
HUAMANGA,34,1,3,2,1,1,1,1,5,2
HUAMANGA,33,1,3,2,1,1,1,2,5,2
HUAMANGA,45,1,3,2,1,1,1,1,5,3
HUAMANGA,31,1,4,2,1,1,1,1,5,3
HUAMANGA,25,1,4,2,1,1,1,1,5,3
HUAMANGA,28,0,6,2,1,1,1,1,5,3
HUAMANGA,57,1,6,5,1,1,1,2,5,3
HUAMANGA,52,1,4,6,2,1,1,2,5,3
HUAMANGA,46,1,1,5,1,1,1,2,5,3
HUAMANGA,30,1,3,2,1,1,1,1,5,2
HUAMANGA,22,1,3,2,1,1,1,1,5,2
HUAMANGA,37,1,1,5,1,1,1,2,5,3
HUAMANGA,23,1,4,6,1,1,1,1,5,2
HUAMANGA,28,1,3,2,1,1,1,1,5,2
HUAMANGA,43,1,3,2,1,1,1,2,5,2
HUAMANGA,25,1,1,5,2,2,1,2,5,3
HUAMANGA,41,1,6,2,1,1,1,2,5,3
HUAMANGA,33,1,3,6,2,1,1,1,5,2
HUAMANGA,53,1,3,2,1,1,1,2,6,2
HUAMANGA,31,1,5,6,2,1,1,1,6,3
HUAMANGA,35,1,4,2,1,1,1,1,6,3
HUAMANGA,22,1,3,2,1,1,1,1,6,2
HUAMANGA,49,1,4,2,1,1,1,2,6,3
HUAMANGA,40,1,1,6,1,1,1,1,6,3
HUAMANGA,31,1,3,2,1,1,1,2,6,3
HUAMANGA,30,1,3,2,1,1,1,1,6,2
HUAMANGA,27,1,3,6,1,1,1,2,6,3
HUAMANGA,37,1,3,6,2,1,1,2,6,2
HUAMANGA,25,1,4,2,1,1,1,1,6,3
HUAMANGA,40,1,1,2,1,1,1,1,6,3
HUAMANGA,53,1,2,2,1,1,1,2,6,3
HUAMANGA,44,1,1,2,2,1,1,1,6,3
HUAMANGA,23,1,3,2,1,1,1,1,6,2
HUAMANGA,58,1,5,2,2,1,1,1,6,3
HUAMANGA,54,1,3,2,1,1,1,1,6,2
HUAMANGA,52,1,1,2,1,1,1,2,6,2
HUAMANGA,40,1,4,2,1,1,1,1,6,2
HUAMANGA,32,1,3,2,1,1,1,1,6,2
HUAMANGA,23,1,3,6,1,1,1,1,6,3
HUAMANGA,19,1,6,6,2,1,1,1,6,3
HUAMANGA,36,1,4,2,2,1,1,1,6,2
HUAMANGA,40,1,3,2,1,1,1,2,6,3
HUAMANGA,20,1,3,2,1,1,1,1,6,3
HUAMANGA,43,1,3,1,1,1,1,1,6,2
HUAMANGA,39,1,3,2,1,1,1,2,6,3
HUAMANGA,38,1,3,6,1,1,1,2,6,2
HUAMANGA,47,1,3,2,4,1,1,2,6,3
HUAMANGA,24,1,3,2,1,1,1,2,6,3
HUAMANGA,33,1,4,2,1,1,1,1,6,3
HUAMANGA,32,1,3,6,2,1,1,2,6,3
HUAMANGA,35,1,4,2,1,1,1,2,6,2
HUAMANGA,22,1,4,6,1,1,1,1,6,2
HUAMANGA,36,1,3,6,1,1,1,2,6,3
HUAMANGA,33,1,4,6,1,1,1,2,6,2
HUAMANGA,34,1,3,5,2,1,1,2,6,2
HUAMANGA,61,1,2,2,1,1,1,1,6,2
HUAMANGA,42,1,3,2,1,1,1,2,6,2
HUAMANGA,45,1,3,2,1,1,1,2,6,2
HUAMANGA,31,1,3,6,1,1,1,2,6,3
HUAMANGA,41,1,4,2,1,1,1,1,6,3
